review_id,lodging_id,guest_id,date,review,rating,overall_sentiment,room_sentiment,guest_service_sentiment,cleaning_sentiment,breakfast_sentiment,sentiment_score,clean_review
31728,1076,29742,2023-02-20,"Staff very helpful.
Amenities very good.
Good value for money.",5,1,1,1,1,1,0.9031,staff helpful amenity good good value money
31729,1076,29743,2023-06-18,Staff was so rude !  No Bar like it says ! Didn’t like anything about this hotel.  Would def. Not recommend. Would never stay there again.   False advertising.  4 days never had any cleaning service at all in room.,1,-1,-1,-1,-1,0,-0.5353,staff rude bar like say do not like anything hotel would def recommend would never stay false advertising 4 day never clean service room
31730,1076,29744,2023-03-01,"Staff were friendly, the location was great centrally located around the various parks and eateries. 
The amenities were very dated i.e.. the bathroom fixtures and the curtains and furniture.",4,1,-1,1,0,0,0.8074,staff friendly location great centrally locate around various park eaterie amenity date ie bathroom fixture curtain furniture
31731,1076,29745,2020-02-09,Staff were pleasant to deal with and room was clean. Breakfast was included but wasn't spectacular. All in all I would stay here again.,4,1,1,1,1,0,0.4588,staff pleasant deal room clean breakfast include be not spectacular would stay
31732,1076,29746,2022-12-28,"Stay ANYWHERE ELSE! The WIFI didn't work our entire stay and the staff didn't care or move us to a new room. It was a literal crime scene one day. The TV flashed pixels throughout every channel, the fridge was very loud, they require an outrageous amount of money to be ""held"" on your credit card for such a dump, housekeeping only comes every 3rd day, the tissue smelled like poop and felt like sandpaper, the water pressure was awful and we both had bites after staying the first night in separate beds.",1,-1,-1,-1,-1,0,-0.8529,stay anywhere else wifi do not work entire stay staff do not care move we new room literal crime scene one day tv flash pixel throughout every channel fridge loud require outrageous amount money hold credit card dump housekeeping come every 3rd day tissue smell like poop feel like sandpaper water pressure awful bite stay first night separate bed
31733,1076,29747,2023-06-13,Stayed here a few times and don't have any complaints. will be back at least once a month.,5,1,0,0,0,0,0.3089,stay time do not complaint back least month
31734,1076,29748,2020-03-11,Suites were spacious and comfortable. Check in and out was easy,4,1,1,0,0,0,0.7351,suit spacious comfortable check easy
31735,1076,29749,2020-06-15,super nice hotel and room was very big. i will return again and again and again!,5,1,1,0,0,0,0.7717,super nice hotel room big return
31736,1076,29750,2023-08-05,Take more than 1 hour to check in. Bertha in the receptio. Takes more 30.mins  witj 1 person,1,-1,0,-1,0,0,0.0,take 1 hour check bertha receptio take 30mins witj 1 person
31737,1076,29751,2023-01-01,"Terrible breakfast
Terrible parking
Terrible room amenities",1,-1,-1,0,0,-1,-0.8519,terrible breakfast terrible parking terrible room amenity
31738,1076,29752,2022-10-18,"Terrible customer service. room had mold on walls, beds were wet, carpet was wet..bathroom door was broken....room felt stuff and damp...2 hours of being in the room we started to feel sick, ready to check out..we went to the front desk to tell them this was not acceptable, front desk clerk was mad as if we were the rooms that made the room this way after stressing that my daughter has asthma and we cannot stay in that room they moved us to another room, it was a little better but the attitude and the ambiance of the hotel in general leaves much to be desired. BTW we did not feel safe at all the whole time.  RAMADA DO BETTER .",1,-1,-1,-1,-1,0,-0.2561,terrible customer service room mold wall bed wet carpet wetbathroom door brokenroom feel stuff damp2 hour room start feel sick ready check outwe go front desk tell acceptable front desk clerk mad room make room way stress daughter asthma stay room move we another room little well attitude ambiance hotel general leave much desire btw feel safe whole time ramada well
31739,1076,29753,2022-10-23,"Terrible food,poor breakfast",2,-1,0,0,0,-1,-0.4767,terrible foodpoor breakfast
31740,1076,29754,2019-12-31,Th breakfast is good for the price and the service is good,4,1,0,1,0,1,0.7003,th breakfast good price service good
31741,1076,29755,2021-04-13,"The ""Grab-and-Go"" breakfast is so misleading.  It was Granola bars, muffins, and coffee/tea.  Should not be allowed to list ""Breakfast"" as an amenity. Beds were miserable - bring your own pillows!!!!",3,-1,-1,0,0,-1,-0.7712,grabandgo breakfast mislead granola bar muffin coffeetea allow list breakfast amenity bed miserable bring pillow
31742,1076,29756,2020-03-09,The air conditioner wasn’t working to good.that all I gotta say,4,-1,0,0,0,0,0.0,air conditioner be not work goodthat get to say
31743,1076,29757,2023-05-30,The amenities were lacking.,4,-1,0,0,0,0,0.0,amenity lack
31744,1076,29758,2023-08-16,The area is vibrant but the hotel needs updating and airconditioning needs to be updated cant handle the heat.,3,-1,-1,0,0,0,0.296,area vibrant hotel need update airconditione need update can not handle heat
31745,1076,29759,2023-04-07,"The beds definitely need updating, but love the lake views.",3,-1,-1,0,0,0,0.8248,bed definitely need update love lake view
31746,1076,29760,2020-08-17,The beds were horrible. Hard as a rock. This place wasn't anything special. CARY however was AMAZING. If it wasnt for her I probably would of left.,3,-1,-1,1,0,0,-0.3309,bed horrible hard rock place be not anything special cary however amazing be not probably would left
31747,1076,29761,2021-08-05,The breakfast could be improved with the price n location of the hotel. Other than that perfect,5,1,0,0,0,-1,0.7783,breakfast could improve price n location hotel perfect
31748,1076,29762,2023-01-05,The breakfast offered was poor quality. The room needs updating. The tub faucet dripped the entire time. Housekeeping was only offered every 3rd day.,2,-1,-1,0,-1,-1,-0.4767,breakfast offer poor quality room need update tub faucet drip entire time housekeeping offer every 3rd day
31749,1076,29763,2022-12-29,The breakfast was disorganized. Not enough help to move lines along and food was subpar at best. Lobby looks like the olny clean part of the hotel. Bathroom in my room had molf in the grout. Probably will not be staying here again.,3,-1,-1,0,-1,-1,0.722,breakfast disorganized enough help move line along food subpar good lobby look like olny clean part hotel bathroom room molf grout probably stay
31750,1076,29764,2023-07-28,"The breakfast was good. 
The hotel was good..
Internet was not working on 10th floor
The room was not so clean. Room service not on point.",4,-1,-1,0,-1,1,0.4509,breakfast good hotel good internet work 10th floor room clean room service point
31751,1076,29765,2021-05-24,"The breakfast wasn't much, just a K-cup coffee, and a danish to go. I did not want my kids having that so I had to leave the hotel ever morning to get something warm. Also the kitchen had nothing in it, no soap, no paper towels, no dishes. I had to call to get some things. Some of the hotel staff like Cary, were extremely friendly. Some had to tell me about wearing a mask. I do not wear a mask because of medical. Usually no one says anything, because everyone know to wear one, and if they don't it's because of a certain reason. Also Florida lifted their mask mandates, so it was very confusing. This was the third hotel my family stayed at, and they were the first to tell me about a mask. Felt put out. The TV's were also very outdated and grainy. The pool was beautiful, the hot tub bubbles didn't work. The hotel bar was closed. Not a fully operational hotel at this point.",4,-1,0,1,-1,-1,0.9389,breakfast be not much kcup coffee danish go want kid leave hotel ever morning get something warm also kitchen nothing soap paper towel dish call get thing hotel staff like cary extremely friendly tell wear mask wear mask medical usually one say anything everyone know wear one do not certain reason also florida lift mask mandate confuse third hotel family stay first tell mask feel put tv also outdate grainy pool beautiful hot tub bubble do not work hotel bar close fully operational hotel point
31752,1076,29766,2021-07-17,The check in took 25 minutes only one person at the front desk. No coffee maker,3,-1,0,-1,0,0,-0.296,check take 25 minute one person front desk coffee maker
31753,1076,29767,2023-04-11,The check in was horrible they kelp pushing the time back I had to wait two hours befor I got Mii room an I had made reservations days befor they told me check in was at 4 they ain’t offer me no discount or nothing,1,-1,0,-1,0,0,-0.3843,check horrible kelp push time back wait two hour befor get mii room make reservation day befor tell check 4 be not offer discount nothing
31754,1076,29768,2020-03-08,The check-in process was good. The room had small ants & the air conditioning made a humming nose every minute. It was so annoying. The beds were so uncomfortable. I will not be staying here again unless they remodeled.,3,-1,-1,0,-1,0,-0.6069,checkin process good room small ant air conditioning make hum nose every minute annoying bed uncomfortable staying unless remodel
31755,1076,29769,2022-12-19,"The continental breakfast is a joke. I do understand the cost of things going up but if you enjoy breakfast don't expect it here. They only have breads, pancakes, and eggo wheat waffles. Bagels were available one day then the next day they were gone and replaced with cheap english muffins. There is no meat, no scrambled eggs, no grits. Toast, croissant, pancake maker, eggo wheat waffles, plain cereal no sugar at all. Worst breakfast selection ever. I felt ripped off but the hotel was nice, clean, and a safe environment with plenty of spots to eat in walking distance. Please add real breakfast options.",5,-1,1,0,1,-1,0.4767,continental breakfast joke understand cost thing go enjoy breakfast do not expect bread pancake eggo wheat waffle bagel available one day next day go replace cheap english muffin meat scramble egg grit toast croissant pancake maker eggo wheat waffle plain cereal sugar bad breakfast selection ever feel rip hotel nice clean safe environment plenty spot eat walking distance please add real breakfast option
31756,1076,29770,2023-07-23,The elevators were out for the first night. Had to walk up 9 flights with bags. The staff on hand did an excellent job but never heard anything from management. Even some compensation would have been nice. Breakfast is continental. The free parking is a plus. It is within walking distance to restaurants and shops. We drove to universal which was a short drive.,4,-1,-1,1,0,1,0.9118,elevator first night walk 9 flight bag staff hand excellent job never hear anything management even compensation would nice breakfast continental free parking plus within walk distance restaurant shop drive universal short drive
31757,1076,29771,2023-07-06,"The employee was very friendly but, the elevator didn't work the card key for the room didn't work also the toilet didn't flush.... The breakfast didn't have variedad",2,-1,-1,1,-1,-1,0.3064,employee friendly elevator do not work card key room do not work also toilet do not flush breakfast do not variedad
31758,1076,29772,2022-04-03,"The employees at the front desk and the entire hotel were Amazing!!!
They made our trip extra special. We will be back",5,1,1,1,1,0,0.7579,employee front desk entire hotel amazing make trip extra special back
31759,1076,29773,2023-03-19,"The entire team/staff were very courteous, kind and helpful during our entire stay",5,1,0,1,0,0,0.8771,entire teamstaff courteous kind helpful entire stay
31760,1076,29774,2023-02-17,"The entrance was beautiful and then I found out I have to put ——-down for deposit and there goes my spending money. I travel all over Florida and this was the first time!!!  Then they send me to my room where you have to go out off the main building. Felt like a Days Inn. For the price, the breakfast was very disappointed. They can go learn from Holiday Inn Express!!The rooms is not even worth the deposit!!!",2,-1,-1,0,0,-1,0.6176,entrance beautiful find put deposit go spend money travel florida first time send room go main building feel like day inn price breakfast disappointed go learn holiday inn expressthe room even worth deposit
31761,1076,29775,2019-12-31,"The experience was terrible.  The room smelled like mold even though it was on the 9th floor, south tower and appeared still dirty.  Wanted to leave the minute we got there but there was no other vacancies near by.  Definitely would not stay there again, more like a 1 star motel",1,-1,-1,0,-1,0,0.3919,experience terrible room smell like mold even though 9th floor south tower appear still dirty want leave minute get vacancy near definitely would stay like 1 star motel
31762,1076,29776,2021-03-29,The facility is very short staff. The rooms are extremely old.  My bathroom was dirty and had no soap or any toiletries available.,1,-1,-1,0,-1,0,-0.6249,facility short staff room extremely old bathroom dirty soap toiletry available
31763,1076,29777,2023-07-31,The first room was not clean I had to get another it smell like smoke and the room so bad the next day we just left I could not stay there again … you have to keep asking for a towel there was none…,1,-1,-1,0,-1,0,-0.6427,first room clean get another smell like smoke room bad next day leave could stay keep ask towel none
31764,1076,29778,2021-09-06,The first room we had the door was stuck shut. A staff member was able to get it open . I left the room again and the door got stuck again this time will all of my belongings inside. Maintenance had to come open it with tools. The young lady at the front desk was kind enough to switch the room. Once the room was switched my key card didn’t work and I had to go to the front desk once again to have them fix the key card. The drain in the bathtub as clogged . The water pooled while taking a shower. The light in the bathroom flickered constantly and made my eyes hurt. The TV swiveled a little too much to the point where it seemed broken. The staff was very kind and helpful but the condition of the hotel was poor. Not worth the price .,2,-1,-1,1,-1,0,-0.7155,first room door stick shut staff member able get open left room door get stick time belonging inside maintenance come open tool young lady front desk kind enough switch room room switch key card do not work go front desk fix key card drain bathtub clog water pool take shower light bathroom flicker constantly make eye hurt tv swivel little much point seem broken staff kind helpful condition hotel poor worth price
31765,1076,29779,2023-07-15,The fridge didn't work well.,4,-1,-1,0,0,0,-0.2057,fridge do not work well
31766,1076,29780,2023-07-30,The front desk and reservation staff were phenomenal. I would like to call out Felisha (reservation) and Bertha (reception). They turned a complicated situation with our reservation into a pleasant experience.,5,1,0,1,0,0,0.7003,front desk reservation staff phenomenal would like call felisha reservation bertha reception turn complicated situation reservation pleasant experience
31767,1076,29781,2022-03-08,"The front desk clerk was the best part of our stay. She was pleasant and always helpful with questions that I had.  The rest of the stay was terrible.  The location is at a very tired, worn out part of International Drive.  The pool can only be used prior to 1pm as the design has the pool only in the sun until then.  We didn’t get any type of room cleaning or even towels dropped off over our two night stay.  None of the vending machines would work and were told that they were not owned by the hotel. Lastly, a lobby bar that isn’t staffed doesn’t count as a poolside bar.",2,-1,0,1,-1,0,0.3876,front desk clerk good part stay pleasant always helpful question rest stay terrible location tired wear part international drive pool use prior 1 pm design pool sun do not get type room clean even towel drop two night stay none vend machine would work tell own hotel lastly lobby bar be not staff do not count poolside bar
31768,1076,29782,2023-07-18,The front desk people were not very attentive and made us wait before acknowledging us. Also the refrigerator froze all of our food and the mattress pad was filthy when we stripped the bed down before check out. Had stains and hair all over it. I took pictures. Also no meat for the breakfast very cheap food offered.,3,-1,-1,-1,-1,-1,-0.296,front desk people attentive make we wait acknowledge we also refrigerator freeze food mattress pad filthy strip bed check stain hair take picture also meat breakfast cheap food offer
31769,1076,29783,2023-02-28,"The front desk staff was friendly. The breakfast staff not so friendly. The set up of breakfast was awful. It could flow so much better if it was set up differently. 

Light in bathroom did not work all the time. Water temp I shower was awful.",3,-1,-1,1,-1,-1,0.5542,front desk staff friendly breakfast staff friendly set breakfast awful could flow much well set differently light bathroom work time water temp shower awful
31770,1076,29784,2021-02-14,"The front desk staff were very nice and helpful.  The rooms were clean, but the floors weren't vacuumed very well.  The pillows were not very comfortable, most of us having neck problems the next morning.  Also, there were no dishes or silverware, especially staying in a suite.",3,-1,0,1,-1,0,-0.8337,front desk staff nice helpful room clean floor be not vacuum well pillow comfortable we neck problem next morning also dish silverware especially stay suite
31771,1076,29785,2022-04-09,"The hotel and staff were very nice.  Room could use an update, especially carpeting.  Continental breakfast average.
Enjoyed rooftop bar, pool and hot tub.",4,1,-1,1,0,0,0.7501,hotel staff nice room could use update especially carpet continental breakfast average enjoy rooftop bar pool hot tub
31772,1076,29786,2022-12-20,"The Hotel has 2 towers, the south towers is very old and in bad condition. The A/C and refrigerator have a sound that the guest can not sleep. The breakfast is the same all days.The customers must know what the only way  of to have a good room is if they choose a suite.",1,-1,-1,0,0,0,-0.1531,hotel 2 tower south tower old bad condition ac refrigerator sound guest sleep breakfast daysthe customer must know way good room choose suite
31773,1076,29787,2022-07-25,"The hotel has a great location for Universal Theme Park and it's walkable for dining and shopping. The building looks nice and the pool is great, also the room on the upper floor enjoy amazing views. 
Cons: The room was a little outdated, also there was a bad smell because A/C was leaking and pouring water on the carpet. Breakfast was less than average, large line for coffee or toats.
Bottom line, a good option with a lot of potential for imrovements.",4,1,-1,0,0,-1,0.9545,hotel great location universal theme park walkable dining shopping building look nice pool great also room upper floor enjoy amazing view con room little outdated also bad smell ac leak pour water carpet breakfast less average large line coffee toat bottom line good option lot potential imrovement
31774,1076,29788,2022-04-03,"The hotel is dated which is okay. Our first room the shower was broken and flooded the bathroom, there were stains everywhere on the carpet and furniture, the carpet was not vacuumed. When we brought it to the staffs attention they offered us another room that was in worse condition. We where told that if we would like a different room we would have to pay the difference in price because it was the weekend and their only available room was considered an upgraded room. We did the upgrade and that room was in slightly better condition. I would recommend looking for a different hotel.",2,-1,-1,-1,-1,0,0.228,hotel date okay first room shower break flood bathroom stain everywhere carpet furniture carpet vacuum bring staff attention offer we another room bad condition tell would like different room would pay difference price weekend available room consider upgrade room upgrade room slightly well condition would recommend look different hotel
31775,1076,29789,2021-04-08,The hotel is NOTHING like the picture. Deceiving. Furniture had stains. Carpet needed cleaning. Curtains were torn. TV was old and remotes barely worked. Beds were cheap and uncomfortable. No attendants to fulfill requests. Had to get everything myself including towels etc. NEVER AGAIN!,2,-1,-1,-1,-1,0,-0.7514,hotel nothing like picture deceive furniture stain carpet need clean curtain tear tv old remote barely work bed cheap uncomfortable attendant fulfill request get everything include towel etc never
31776,1076,29790,2021-10-17,The hotel is very nice but there are some negatives. They don’t tell you in advance that you have to pay a 250 deposit upon check in which is in addition to your stay payment. And that it make take 7-10 days to get us back after check out. Also the “breakfast included” is a false advertisement because it is barely even a continental breakfast offered. Not a real breakfast at all.,3,-1,1,-1,0,-1,0.1145,hotel nice negative do not tell advance pay 250 deposit upon check addition stay payment make take 710 day get we back check also breakfast include false advertisement barely even continental breakfast offer real breakfast
31777,1076,29791,2022-06-30,"The hotel itself is deceiving from the outside. While it's really nice in the lobby, the room is really dated! I didn't expect it. The room had ""sugar ants"" crawling in the bathroom sink area when we checked in. The bathroom door wouldn't close properly and had to be pulled on to open. The carpet was old&dingy. There was a huge, old ac unit put in the window which made such a loud, moaning sound when in use. Oh the bathtub got clogged when i showered! I've stayed at many hotels but this one had to be the most digusting to me! 
Also my daughter's bag that she left on the carpet was infested with these ants overnight. The management only agreed to have our room sprayed with pesticides which i didn't agree to since we didn't want to be breathing this stuff. They were willing to switch rooms only when i asked. But by then we were checking out anyway. What they should've   was a credit for a night as this is unacceptable.! And the manager was somehow shifting the blame on us about the ants. That we may have brought it in. Putting the blame on the customer. Way to go.",1,-1,-1,-1,-1,0,-0.7432,hotel deceive outside really nice lobby room really date do not expect room sugar ant crawl bathroom sink area check bathroom door would not close properly pull open carpet olddingy huge old ac unit put window make loud moaning sound use oh bathtub got clog shower I ve stay many hotel one digusting also daughter bag leave carpet infest ant overnight management agree room spray pesticide do not agree since do not want breathe stuff willing switch room ask check anyway should ve credit night unacceptable manager somehow shift blame we ant may brought put blame customer way go
31778,1076,29792,2023-07-14,"The hotel itself was great. Amenities were clean. However, customer service was not great. Upon check in, we were told that they will only clean our room every 3 days. The third day came, no one cleaned our room. We had to keep calling reception everyday. They only cleaned our room on the fifth day. On the other nights that they didnt clean, we had to empty our trash while housekeeping staff was just waiting at our door holding a big trash bag. Not that big of a deal, but at the price that I paid for this hotel and for the suite room, I totally did not expect this kind of service. At least a daily change of towels would have been nice. They key cards are the elevator and room are also faulty at times and a bit of a hassle to keep going back to reception to have it fixed. Would not recommend staying here if staying for more than a day.",2,-1,-1,-1,-1,0,0.6942,hotel great amenity clean however customer service great upon check tell clean room every 3 day third day come one clean room keep call reception everyday clean room fifth day night do not clean empty trash housekeeping staff wait door hold big trash bag big deal price pay hotel suite room totally expect kind service least daily change towel would nice key card elevator room also faulty time bit hassle keep go back reception fix would recommend stay stay day
31779,1076,29793,2023-04-13,The hotel location is the heart of Orlando main attractions. It was convenient for me to get around. The staffs were super friendly as well.,5,1,0,1,0,0,0.9001,hotel location heart orlando main attraction convenient get around staff super friendly well
31780,1076,29794,2022-12-29,The hotel location worked very well for us.,4,1,0,0,0,0,0.3384,hotel location work well we
31781,1076,29795,2023-03-14,"The Hotel looked clean, however the rooms were never cleaned while we were there .. Not sure if this was a thing due to Covid. and this wasnt a big thing either, we were only there for two days. The bed was lumpy and i felt all the coils from the mattress .. The pillows were the size of a throw pillow, not a true standard size pillow, so this was also very uncomfortable . I requested some extra pillows and was never called back nor received any. The continental breakfast was very good and unexpected, i didnt know it was included and the variety was good . the pool and the view were beautiful. The hotel was located within walking distance of restaurants and shopping, so easy access to get a bite to eat then walk around for a little shopping as well .. With the exception of the sleep which i didnt get much of because of the bed and pillows, it was a nice experience . and would recommend if you dont mind the lack of sleep on a lumpy mattress and small lifeless pillows ..",4,-1,-1,0,-1,1,0.9561,hotel look clean however room never clean sure thing due covid be not big thing either two day bed lumpy feel coil mattress pillow size throw pillow true standard size pillow also uncomfortable request extra pillow never call back receive continental breakfast good unexpected do not know include variety good pool view beautiful hotel locate within walk distance restaurant shop easy access get bite eat walk around little shopping well exception sleep do not get much bed pillow nice experience would recommend do not mind lack sleep lumpy mattress small lifeless pillow
31782,1076,29796,2022-07-22,"The hotel looks somewhat in need of renovation. The TV was very old, windows never washed from outside, you can hardly see the nice view. However, the inside was quite clean, the staff very friendly and attentive.",3,-1,-1,1,0,0,0.8411,hotel look somewhat need renovation tv old window never wash outside hardly see nice view however inside quite clean staff friendly attentive
31783,1076,29797,2023-03-12,"The hotel was clean, and it was situated in a convenient location. I’m not impressed that I couldn’t use the gym because it was for private members and not advertise as it! I wouldn’t stay again!",3,-1,1,0,1,0,0.0377,hotel clean situate convenient location I m impressed could not use gym private member advertise would not stay
31784,1076,29798,2020-12-03,"The hotel was clean, the room was comfortable, and staff were friendly!",5,1,1,1,1,0,0.8481,hotel clean room comfortable staff friendly
31785,1076,29799,2023-03-18,"The hotel was great, but we rented a suite with a kitchen thinking maybe I could cook, but the mini fridge had no freezer, the cabinets had nothing to cook with or even drink or eat from. It had stove top but not able to use unless you go buy stuff for it. If you get there late, you had to park away from the hotel and move it by 9 am. The breakfast line was crazy long because the pancake maker was super slow, but very yummy. I would stay there again, but skip the suite if I plan on cooking on a stove top.",4,1,0,1,-1,1,0.9089,hotel great rent suite kitchen think maybe could cook mini fridge freezer cabinet nothing cook even drink eat stove top able use unless go buy stuff get late park away hotel move 9 breakfast line crazy long pancake maker super slow yummy would stay skip suite plan cooking stove top
31786,1076,29800,2019-12-26,"The hotel was in a beautiful location which provided me a great view, however, I had to get a room change because I found at least 4 small bugs in the room. I notified the staff, and they were really accommodating; they gave me a ticket for 2 free drinks at the bar, however the new room I was moved to had a bit of a odd unpleasant smell.",4,-1,-1,1,-1,0,0.7845,hotel beautiful location provide great view however get room change find least 4 small bug room notify staff really accommodate give ticket 2 free drink bar however new room move bit odd unpleasant smell
31787,1076,29801,2021-05-03,"The hotel was in a good location and the parking was sufficient. The beds weren’t all that comfortable but the room was a good size. There weren’t any cups of any kind in a two room suite which I found ridiculous. Even cheaper hotels offer wrapped plastic cups. I also had trouble reaching the front desk by the room phone, they never did answer. The biggest complaint I have is that me and friend booked the same hotel. I booked my room before she did and I was told they had to hold $250 worth of incidentals on my card. She was told that policy was not in effect yet and she only had a $50 incidental hold. I think it is very odd for the property to pick and choose how much they want to charge different people for incidentals. I would not stay here again due to that reason.",3,-1,0,-1,0,0,0.7059,hotel good location parking sufficient bed be not comfortable room good size be not cup kind two room suite find ridiculous even cheap hotel offer wrap plastic cup also trouble reach front desk room phone never answer big complaint friend book hotel book room tell hold 250 worth incidental card tell policy effect yet 50 incidental hold think odd property pick choose much want charge different people incidental would stay due reason
31788,1076,29802,2020-03-11,"The hotel was just another hotel, location was the only good thing about it.",1,-1,0,0,0,0,0.4404,hotel another hotel location good thing
31789,1076,29803,2023-04-18,"The hotel was ok if your staying for the weekend. However, the area was perfect but the parking could be better. We got rushed out of the pool the lady kept putting up her fingers to let us know how much time we have left. Won’t be returning here again.",3,-1,0,-1,0,0,0.7783,hotel ok staying weekend however area perfect parking could well get rush pool lady keep put finger let we know much time leave will not return
31790,1076,29804,2020-10-05,"The hotel was pretty nice for the price. Very nice pool & interior. The beds were very hard and cheap (but oddly I slept good). A few things that bothered me were that it could be much cleaner(floors/tub). The towels were very rough & just felt as if it needed a deep clean. Also it looks very empty in the living room as if they ran out of budget for things. Also I found it very strange that they don’t give you a comforter, just sheets and a rag like blanket on the side. The staff was very very nice.",4,1,-1,1,-1,0,0.8208,hotel pretty nice price nice pool interior bed hard cheap oddly sleep good thing bother could much cleanerfloorstub towel rough feel need deep clean also look empty living room run budget thing also find strange do not give comforter sheet rag like blanket side staff nice
31791,1076,29805,2019-12-29,The hotel was so horrible. Dirty cups in the elevator. The beds were horrible and the room smell terrible,1,-1,-1,0,-1,0,-0.9456,hotel horrible dirty cup elevator bed horrible room smell terrible
31792,1076,29806,2023-03-07,"The hotel was very clean and the room had a great space. I have to highlight 2 drawbacks during our stay. First, the safe was not working properly. And second, the air conditioning unit makes noise inside the room. We noted that they do not have disposable glasses or cups for consumption inside the room. Another suggestion is to upgrade to smart TV's because it gives the guest the opportunity to use different streaming services.",3,1,1,0,1,0,0.9509,hotel clean room great space highlight 2 drawback stay first safe work properly second air conditioning unit make noise inside room note disposable glass cup consumption inside room another suggestion upgrade smart tv give guest opportunity use different streaming service
31793,1076,29807,2022-04-02,"The hotel was very clean, bed was not very comfortable but was a great experience.  The area had everything we needed in walking distance.  Very safe area.",4,1,0,1,1,0,0.8996,hotel clean bed comfortable great experience area everything need walk distance safe area
31794,1076,29808,2020-11-27,The hotel was very dated and the pool was shaded by the building the whole time we were there.  Our room smelled like cigarettes and the dining chairs fabric was almost all pealed off. The plus is that the hotel is located in a great area for walking to many stores and restaurants.,3,-1,-1,0,-1,0,0.765,hotel date pool shaded building whole time room smell like cigarette dine chair fabric almost peal plus hotel locate great area walk many store restaurant
31795,1076,29809,2023-01-25,"The internet does not work at all. Asked them everyday and got the same line ""we have the maintenance guy working on it."" Talked to other guests and they had the same issue. Some rooms are better than others, so better check your room condition before moving in",2,-1,-1,0,0,0,0.7003,internet work ask everyday get line maintenance guy work talk guest issue room well other well check room condition move
31796,1076,29810,2022-03-28,"The king luxury suite was awesome, one issue no coffee maker but that was it.",5,1,1,0,0,0,0.2382,king luxury suite awesome one issue coffee maker
31797,1076,29811,2020-08-28,The lobby was beautiful but the room but the room so much. The room was outdated and did not have   Comforters on the bed only those thick blankets. Room only gets clean every 3 days. I was only there 2 nights I would have been upset if it were a Longer trip.,3,-1,-1,0,-1,0,0.0818,lobby beautiful room room much room outdate comforter bed thick blanket room get clean every 3 day 2 night would upset long trip
31798,1076,29812,2023-01-30,"The lobby was beautiful. The staff was friendly. The condition of the rooms were awful. I will never stay here again. Rooms are really old and outdated, and smell musty. Furniture was so old and tv is really small. It looked and felt like a really cheap motel with dirty, discoloured, broken lamps shades. Beware, if you stay in the south tower it actually is a motel. You leave the main building and walk outside to an old dirty smelly outdoor elevator to outdoor motel rooms. I could see light coming under my motel door. I didn’t feel safe. I would never stay here again.",2,-1,-1,1,-1,0,-0.5867,lobby beautiful staff friendly condition room awful never stay room really old outdated smell musty furniture old tv really small looked feel like really cheap motel dirty discolour broken lamp shade beware stay south tower actually motel leave main building walk outside old dirty smelly outdoor elevator outdoor motel room could see light come motel door do not feel safe would never stay
31799,1076,29813,2021-03-20,The location is great for walking to restaurants and activities for the kids close to universal and a short drive to Disney,5,1,0,0,0,0,0.6249,location great walk restaurant activity kid close universal short drive disney
31800,1076,29814,2020-01-31,"The location is great, and beautiful hotel , the staff is friendly",5,1,0,1,0,0,0.9042,location great beautiful hotel staff friendly
31801,1076,29815,2023-04-05,The location is on point lots of restaurants and attractions very close by.  The staff is super nice.  The only negative thing is the pool hours they close by 8pm and I wasn’t aware of that.  We were on vacation want to enjoy every bit of it and we were limited on the time.,3,1,0,1,0,0,0.8126,location point lot restaurant attraction close staff super nice negative thing pool hour close 8 pm be not aware vacation want enjoy every bit limited time
31802,1076,29816,2022-04-27,"The location is tucked back in the back off the road and you must go through this nightmare of a parking lot to get to it. The lobby was nice and made a good first impression, but when we got to our room…yikes. Room smells musty. Fridge was loud and rusty was all over the shelves. The carpet was threadbare in many areas as were the seat cushions on the chairs of the dinette. One of beds didn’t have a comforter and despite asking each day for 5 days, we never got one. They only offered cleaning of the rooms every 3 days, so our room was clean only wants during our 6 day stay. We had to constantly ask the front desk for TP. Garbage piled up in all of the main areas in the lobby and by the elevators and parking lot because it wasn’t picked up daily. People are on vacation eating out for multiple meals so garbage was just everywhere. The pool closed at 8 pm, so we could never use it after returning from an amusement park. The breakfast area was ok.

But the biggest inconvenience was the key cards. If they got next to a phone or another card with a chip (which is near everything nowadays) it deactivated. You needed it to get into the building, activate the elevator, and get into your room but first, so at the end of the night when you’re carrying and exhausted or sleeping child and you can’t use your key and you have to walk all the way around the building to the front desk and wait through multiple people checking in to get it reactivated it’s the most annoying thing ever.",2,-1,-1,-1,-1,0,-0.1277,location tuck back back road must go nightmare parking lot get lobby nice make good first impression get roomyike room smell musty fridge loud rusty shelf carpet threadbare many area seat cushion chair dinette one bed do not comforter despite ask day 5 day never get one offer cleaning room every 3 day room clean want 6 day stay constantly ask front desk tp garbage pile main area lobby elevator parking lot be not pick daily people vacation eat multiple meal garbage everywhere pool close 8 pm could never use return amusement park breakfast area ok big inconvenience key card get next phone another card chip near everything nowadays deactivate need get build activate elevator get room first end night you re carry exhausted sleep child can not use key walk way around build front desk wait multiple people check get reactivate annoying thing ever
31803,1076,29817,2020-02-03,"the location property was good, everything was close. The staff was nice and attentive. the cleanliness was excellent",4,1,0,1,1,0,0.8555,location property good everything close staff nice attentive cleanliness excellent
